VIABILITY_TARGET_HOMING,FEMALE_FERTILITY_TARGET_HOMING,Y_SHREDDER,DENSITY,ISLAND_SIDE_LENGTH,INTERACTION_DISTANCE_SIGMA,AVG_DISPERSAL,MONTHLY_SURVIVAL_RATE,LITTER_SIZE,ITINERANT_FREQ,ITINERANT_DISPERSAL_MULTIPLIER,RELEASE_PERCENTAGE,DRIVE_FITNESS,DRIVE_EFFICIENCY,RESISTANCE_RATE,R1_RATE,Equilibrium pop size,End drive freq,End resistance freq,Minimum pop size,End pop,Suppression rate,Gen Suppressed,Composite Value,Composite Value SE
FALSE,TRUE,FALSE,756.0434639,2.615801692,75.9160161,652.2656739,0.788739194,4.815055072,0.319082797,1.170964435,0.176230513,0.910602182,0.758442909,0,0,5089.385,0.0453027,0,15.8,47.9,0.95,202.6315789,0.561890009,0.048830027
FALSE,TRUE,FALSE,856.7815,1.23729,39.923335,955.3640125,0.899122625,6.958715,0.42954225,2.40347,0.482421985,0.77412125,0.75860175,0.04186675,0.00432237,1324.43,0,0.066136388,890.85,1118.45,0,0,-0.672707032,0.004019149
FALSE,TRUE,FALSE,1232.890487,4.201041698,24.49598521,378.3129722,0.910701302,5.019720674,0.328855515,4.537235737,0.439344319,0.982589871,0.758608639,0,0,22367.91,0.91962205,0,22754.85,24034.2,0,0,-1.017304295,0.002307902
FALSE,TRUE,FALSE,701.5579939,1.97944957,56.00838721,345.8671078,0.948286977,4.091927767,0.399347901,4.498212099,0.435887434,0.802365363,0.758719951,0,0,2706.765,0.80995885,0,1405.5,1955.8,0,0,-0.519277288,0.021143911
FALSE,TRUE,FALSE,1489.686191,4.75924921,27.69551322,854.6908394,0.741895784,7.065698266,0.35018602,1.10820654,0.094716461,0.919921994,0.758720517,0,0,33808.96,0.9145036,0,11812.25,14321.35,0,0,-0.349453671,0.004205528
FALSE,TRUE,FALSE,1315.5,1.622,44.785,745.0375,0.891375,7.451,0.12575,1.666,0.469375,0.92225,0.75875,0.06945,0.01457,3505.895,0,0.8096893,3169.2,3468.05,0,0,-0.90407382,0.002810329
FALSE,TRUE,FALSE,628.5,4.858,28.945,223.4125,0.745125,3.287,0.17575,4.438,0.047975,0.94175,0.75875,0,0,14787.52,0,0,0,0,1,96.15,0.8077,0.006536175
FALSE,TRUE,FALSE,992.8250909,1.120404691,73.63565564,349.6150881,0.859870937,4.690040171,0.356545568,2.136512637,0.262163891,0.812585801,0.758873016,0,0,1183.9,0.0847946,0,6.85,24.6,0.9,272.0555556,0.404557621,0.050623067
FALSE,TRUE,FALSE,754.9130619,2.40851903,83.48995209,277.2827819,0.83769336,2.414881095,0.487674177,3.234265804,0.408485172,0.77676034,0.758996993,0,0,4262.44,0.5726235,0,1208.55,2045,0,0,-0.283518923,0.013115337
FALSE,TRUE,FALSE,1016.531885,3.687507629,23.80864501,685.0408733,0.745567796,5.235372782,0.37021035,3.502905369,0.111755834,0.760065347,0.759170353,0,0,13960.8,0,0,4.55,240.9,0.95,211.6315789,0.547574274,0.036636146
FALSE,TRUE,FALSE,988.4012043,4.730686188,54.85913306,979.8964992,0.846411896,3.256637186,0.382131755,2.068089366,0.157230881,0.78909114,0.759176075,0,0,22106.67,0.7755411,0,4496.7,6508.85,0,0,-0.203399996,0.007211004
FALSE,TRUE,FALSE,1399.5,3.226,46.855,824.0125,0.921625,6.215,0.23075,2.106,0.432625,0.75725,0.75925,0,0,14823.68,0,0,12550.55,14488.05,0,0,-0.846752344,0.002852818
FALSE,TRUE,FALSE,1428.5,3.258,87.985,718.7125,0.759125,6.143,0.11325,1.01,0.296895,0.77175,0.75925,0.06585,0.00059,14935.765,0,0.022789344,12801.85,14466.35,0,0,-0.857152292,0.00307394
FALSE,TRUE,FALSE,927.5945,2.198134,94.682845,743.9450125,0.803922125,6.723827,0.16228375,3.833714,0.376126775,0.98720075,0.75929975,0.06437465,0.01206969,4396.995,0.000248967,0.99747695,3497.3,4076.55,0,0,-0.795432491,0.001669362
FALSE,TRUE,FALSE,914.7078693,1.066673554,94.62914467,665.2558401,0.720617634,5.29554832,0.004180326,1.509107232,0.201022538,0.91872707,0.759411931,0,0,975.75,0,0,0,0,1,108.3,0.7834,0.00717026
FALSE,TRUE,FALSE,1074.569345,2.102039576,69.20431912,999.7405767,0.870262918,3.196330488,0.242256999,4.076247931,0.059874276,0.889220625,0.759421349,0,0,4664.365,0.1349292,0,46,142.4,0.85,296,0.336880517,0.051517406
FALSE,TRUE,FALSE,910.2230072,4.706254244,30.43792441,53.92815201,0.734442917,6.776083708,0.232483327,1.694471896,0.340363811,0.942227215,0.759583324,0,0,19952.52,0,0,0,0,1,142,0.716,0.023365742
FALSE,TRUE,FALSE,1253.5,3.858,76.105,736.2625,0.785875,5.597,0.49275,3.174,0.037685,0.87375,0.75975,0,0,18517.225,0.7725187,0,913.1,2375.15,0.15,367.6666667,-0.009619632,0.028735632
FALSE,TRUE,FALSE,1384.947002,1.274629265,21.64244875,688.6338621,0.876988035,3.82411921,0.488204867,2.199885368,0.124996032,0.975314766,0.75985226,0,0,2247.255,0.64642845,0,317.6,520.5,0.3,263.3333333,0.000739479,0.076011544
FALSE,TRUE,FALSE,1153.920412,4.073179007,94.69415069,530.1210225,0.823295769,3.93304801,0.296465158,3.572459459,0.131155927,0.951679587,0.76011461,0,0,18959.245,0.9165625,0,2169.5,3534.65,0,0,-0.114435341,0.005678258
FALSE,TRUE,FALSE,685.0686073,1.857201636,42.01077789,559.565039,0.785685179,5.279419303,0.476340175,3.392793655,0.012888986,0.770715207,0.76015541,0,0,2325.585,0,0,434.4,463.5,0.8,260.5625,0.19659641,0.133391247
FALSE,TRUE,FALSE,1159.5,3.646,76.195,682.6375,0.793875,2.621,0.20725,1.898,0.144505,0.93475,0.76025,0.03105,0.01181,15275.245,0,0.97883415,7430.65,15305.75,0,0,-0.486482568,0.01392589
FALSE,TRUE,FALSE,759.6685,1.091866,72.545185,351.9228625,0.708144125,6.871511,0.48310375,4.982358,0.175367895,0.89330125,0.76033625,0.00320655,0.00405811,843.685,0,0.0970112,41.8,75.15,0.9,79.5,0.707243537,0.09366075
FALSE,TRUE,FALSE,1356.355846,3.048971415,50.892331,46.44382158,0.76189229,5.762033105,0.498845428,2.043437004,0.106017217,0.767791778,0.760535598,0,0,12134.745,0.49887055,0,468.7,2305.65,0.25,288.2,0.067281567,0.049673986
FALSE,TRUE,FALSE,1497.3415,3.092886,60.506155,476.9510125,0.702163875,7.582385,0.35102025,4.096942,0.146229065,0.84892925,0.76084675,0.00229385,0.01315657,13794.88,0,0.9828607,7708.8,13153.7,0,0,-0.558626769,0.048357732
FALSE,TRUE,FALSE,1300.207138,2.326770663,60.98709822,701.2245491,0.803216335,4.628927469,0.195337221,3.531627655,0.308399265,0.790934145,0.761337996,0,0,6954.78,9.39E-05,0,6561.15,6911.95,0,0,-0.943411849,0.001931106
