HOMOZYGOTE_EMBRYO_NONVIABLE,RECESSIVE_FEMALE_STERILE,Y_SHREDDER,INDS_PER_KM_SQUARE,SIM_SIDE_LENGTH,COMPETITION_DISTANCE,AVG_DISPERSAL,PER_TIME_STEP_SURVIVAL_RATE,LITTER_SIZE,ITINERANT_FREQ,ITINERANT_DISPERSAL_MULTIPLYER,RELEASE_PERCENTAGE,DRIVE_FITNESS,DRIVE_CONVERSION_RATE,RESISTANCE_RATE,R1_OCCURRENCE_RATE,Equilibrium pop size,End drive freq,End resistance freq,Minimum pop size,End pop,Suppression rate,Gen Suppressed,GP rating (1-(min(time_suppression ; 500)/500),GP rating alternative (GP_rating - min_pop/equilib_pop_size),GP rating SE,GP alt SE
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.78,0.79,0.01,0.001,4258.31,0,3.55E-05,4151.5,4225.85,0,0,0,-0.974936144,0,0.001971942
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.79,0.79,0.01,0.001,4246.12,0,0.000146548,4141.55,4271.65,0,0,0,-0.975411608,0,0.001946321
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.8,0.79,0.01,0.001,4253.92,0,0.000170048,4133.65,4232.6,0,0,0,-0.971735293,0,0.00251308
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.81,0.79,0.01,0.001,4255.225,0,0.000193381,4128.55,4254.35,0,0,0,-0.970275108,0,0.00195022
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.82,0.79,0.01,0.001,4257.925,0,0.000370182,4143.1,4240.35,0,0,0,-0.973059814,0,0.001954755
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.83,0.79,0.01,0.001,4254.6,0,0.000440241,4136.7,4248.8,0,0,0,-0.972321496,0,0.00210711
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.84,0.79,0.01,0.001,4243.825,0,0.000889188,4127.35,4262.55,0,0,0,-0.972601555,0,0.002088228
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.85,0.79,0.01,0.001,4247.585,0,0.000783712,4126.9,4236.4,0,0,0,-0.971605111,0,0.001388252
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.86,0.79,0.01,0.001,4250.81,0,0.000565611,4115.25,4235.55,0,0,0,-0.968147471,0,0.001582282
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.87,0.79,0.01,0.001,4255.915,0,0.001674893,4101.3,4248.75,0,0,0,-0.963703097,0,0.002042554
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.88,0.79,0.01,0.001,4245.335,0.010420043,0.010725661,4083.85,4241.3,0,0,0,-0.962024686,0,0.002240911
FALSE,TRUE,FALSE,1000,2,25,250,0.9,4,0.1,2,0.1,0.89,0.79,0.01,0.001,4257.245,0.21433998,0.18769379,4075.85,4349.4,0,0,0,-0.957432628,0,0.001679912
